,year,biome,country_of_production,product_type,forest_500_beef,zero_deforestation_brazil_beef,state_of_production,municipality_of_production,logistics_hub,exporter,exporter_group,importer,importer_group,country_of_destination,economic_bloc,volume,fob,cattle_deforestation_5_year_total_exposure,co2_gross_emissions_cattle_deforestation_5_year_total_exposure,co2_net_emissions_cattle_deforestation_5_year_total_exposure,land_use,state_of_production_trase_id,municipality_of_production_trase_id,country_of_production_trase_id,country_of_destination_trase_id
2217466,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.1469844541545713,1930.649363798528,0.6599748549205403,394.9386337332445,371.5565527461855,17.955162116016098,BR-12,BR-1200807,BR,HK
2223601,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.1072798732314368,1863.8170509267388,0.4513272763291336,272.0161453058319,255.8273813752264,22.77341177581209,BR-12,BR-1200385,BR,HK
2224690,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,ACRELANDIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,BETTER YIELD GROUP,BETTER YIELD GROUP,CHINA (HONG KONG),CHINA (HONG KONG),1.100266740973329,3633.231861367789,0.9011184608571564,515.1811969261648,484.643183503776,17.794162337520714,BR-12,BR-1200013,BR,HK
2230138,2016,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,EPITACIOLANDIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,BETTER YIELD GROUP,BETTER YIELD GROUP,CHINA (HONG KONG),CHINA (HONG KONG),1.0666081210917788,3522.0864766994,0.977439682168506,590.6582457372971,555.632754935261,18.218862989616277,BR-12,BR-1200252,BR,HK
2231303,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,CAPIXABA,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WONDEROSA INTERNATIONAL CO,WONDEROSA INTERNATIONAL CO,CHINA (HONG KONG),CHINA (HONG KONG),2.8887847302634824,10292.869337538945,1.5740987995205715,946.9101246774984,889.1364522215401,38.24348005599098,BR-12,BR-1200179,BR,HK
2231849,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WONDEROSA INTERNATIONAL CO,WONDEROSA INTERNATIONAL CO,CHINA (HONG KONG),CHINA (HONG KONG),2.620495003047524,9336.94102695626,1.414543202645053,853.9708423356316,802.0546435332553,37.03758620854075,BR-12,BR-1200807,BR,HK
2231928,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BRASILEIA,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),2.5912469887614367,9461.853951186262,2.186235084418024,1314.2563741028052,1234.0204840933984,41.068980693975945,BR-12,BR-1200104,BR,HK
2231935,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENA MADUREIRA,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),2.586997734978094,9446.337939446012,3.3894844323682998,2037.652905151872,1913.2591886636385,37.98778216285228,BR-12,BR-1200500,BR,HK
2232048,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WONDEROSA INTERNATIONAL CO,WONDEROSA INTERNATIONAL CO,CHINA (HONG KONG),CHINA (HONG KONG),2.52978265247442,9013.728860272997,1.015960713233727,604.7207631170768,567.4375853197045,51.70716112025321,BR-12,BR-1200385,BR,HK
2232174,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,XAPURI,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),2.455739152805286,8967.05150332264,1.6745685282979244,1002.3998152704704,940.9434695280264,36.24595753874839,BR-12,BR-1200708,BR,HK
2232241,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,HATTON INTERNATIONAL,HATTON INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),2.417414456077647,5467.807049031915,0.5859812641532216,351.47368956382365,329.965227923764,39.4140930003859,BR-12,BR-1200450,BR,HK
2232291,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,HATTON INTERNATIONAL,HATTON INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),2.388197479477252,5401.722894448738,1.0503292514740954,633.3440010636684,594.8004043028893,36.39535634727563,BR-12,BR-1200138,BR,HK
2232466,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BRASILEIA,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.5522662725895209,3578.783352728159,1.3096470541837786,787.2950173810698,739.2303340633533,24.60205216151943,BR-12,BR-1200104,BR,HK
2232702,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENA MADUREIRA,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.54972079029464,3572.9146884258766,2.030444179444037,1220.6400600288375,1146.122975604152,22.756284243694765,BR-12,BR-1200500,BR,HK
2234954,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WONDEROSA INTERNATIONAL CO,WONDEROSA INTERNATIONAL CO,CHINA (HONG KONG),CHINA (HONG KONG),1.5266017727977934,5852.85794993454,0.3700482697261851,221.95629559132595,208.3736616382121,24.89007381267748,BR-12,BR-1200450,BR,HK
2236111,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,CAPIXABA,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,HENG SHENG FOODS,HENG SHENG FOODS,CHINA (HONG KONG),CHINA (HONG KONG),1.5136961920091956,6015.672456725283,0.8248130550258107,496.172052864787,465.8991886119375,20.039226018981758,BR-12,BR-1200179,BR,HK
2236580,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WONDEROSA INTERNATIONAL CO,WONDEROSA INTERNATIONAL CO,CHINA (HONG KONG),CHINA (HONG KONG),1.5081511971582628,5782.1200533613,0.6632848965102041,399.9579271083784,375.6175733072018,22.983735942205264,BR-12,BR-1200138,BR,HK
2236677,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,FULLYTECH INTL LOGISTICS,FULLYTECH INTL LOGISTICS,CHINA (HONG KONG),CHINA (HONG KONG),1.506914853002748,3007.294526447148,0.8960115715954339,539.5210262035444,506.639390653598,22.71570552028851,BR-12,BR-1200401,BR,HK
2239243,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,CAPIXABA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,HATTON INTERNATIONAL,HATTON INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),1.4817250856273327,4669.892221843681,0.8073919991583337,485.6922950576465,456.0588305526597,19.61597316927176,BR-12,BR-1200179,BR,HK
2239277,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,KAI BO FROZEN MEAT SUPERMARKET OB,KAI BO FROZEN MEAT SUPERMARKET OB,CHINA (HONG KONG),CHINA (HONG KONG),1.4814378096919023,3332.4737160175764,0.3591005250693171,215.38979860184895,202.2090019776772,24.153709951840035,BR-12,BR-1200450,BR,HK
2240194,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,CAPIXABA,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF TRADING,SUDAMBEEF TRADING,CHINA (HONG KONG),CHINA (HONG KONG),1.4714640012251037,3799.2248687021015,0.801800734267559,482.3288306191748,452.9005806194736,19.48013072570772,BR-12,BR-1200179,BR,HK
2240239,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,XAPURI,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.471091361691943,3391.632845814927,1.0031371995377358,600.4797812184045,563.6648372372466,21.71285780519276,BR-12,BR-1200708,BR,HK
2240314,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PORTO ACRE,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.4702139365273066,4006.145355001951,0.7936214829374401,479.1155229564235,449.9882325315191,20.77972877483127,BR-12,BR-1200807,BR,HK
2240971,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,KAI BO FROZEN MEAT SUPERMARKET OB,KAI BO FROZEN MEAT SUPERMARKET OB,CHINA (HONG KONG),CHINA (HONG KONG),1.4635330876812065,3292.1972932728,0.6436618519621945,388.1253160203367,364.5050628116322,22.303770400027958,BR-12,BR-1200138,BR,HK
2241658,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,ACRELANDIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.4571157689724374,3025.7147696736265,1.1960006231725766,716.2939239050853,672.3984570763675,25.015649716303106,BR-12,BR-1200013,BR,HK
2241776,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PORTO ACRE,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),1.4558736021500571,3746.785882030944,0.7858805704406008,474.44227327906384,445.5990878227078,20.57704517110793,BR-12,BR-1200807,BR,HK
2242441,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENADOR GUIOMARD,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.4486864589627964,4642.376999613377,0.3511615976525818,210.6280011161025,197.7386030847728,23.6197242381864,BR-12,BR-1200450,BR,HK
2243389,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,ACRELANDIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,RAMAX,RAMAX,CHINA (HONG KONG),CHINA (HONG KONG),1.439604405442633,3972.3475815157,1.1816272959873129,707.6856282824679,664.3176895289491,24.715015994917074,BR-12,BR-1200013,BR,HK
2243549,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BRASILEIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),1.4382958664849292,4838.98176949754,1.2134902225533348,729.4902873295978,684.9546064605852,22.795721684998043,BR-12,BR-1200104,BR,HK
2243839,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENA MADUREIRA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),1.435937278446532,4831.046570081684,1.8813650222206464,1131.0182948680565,1061.9723995837778,21.085473634404902,BR-12,BR-1200500,BR,HK
2244365,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BUJARI,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.431177571206122,4586.269028625236,0.6294318958164525,379.5447139399356,356.44665288272574,21.810682804872883,BR-12,BR-1200138,BR,HK
2244770,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BRASILEIA,RIO BRANCO,JBS S/A,JBS,BEST PRO CORPORATION,BEST PRO CORPORATION,CHINA (HONG KONG),CHINA (HONG KONG),1.427789576543424,4817.749699507723,1.204626065729687,724.1615947797628,679.9512327737569,22.62920625028866,BR-12,BR-1200104,BR,HK
2244978,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),1.4258946619625483,5372.29318762967,0.7696979385273837,464.6726912823483,436.4234365974111,20.15332843806923,BR-12,BR-1200807,BR,HK
2245030,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENA MADUREIRA,RIO BRANCO,JBS S/A,JBS,BEST PRO CORPORATION,BEST PRO CORPORATION,CHINA (HONG KONG),CHINA (HONG KONG),1.425448217234081,4809.849317480607,1.8676222542200929,1122.7565690215715,1054.2150318544443,20.93145101310764,BR-12,BR-1200500,BR,HK
2245792,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENADOR GUIOMARD,RIO BRANCO,JBS S/A,JBS,LUCKFORD INTERNATIONAL TRADING,LUCKFORD INTERNATIONAL TRADING,CHINA (HONG KONG),CHINA (HONG KONG),1.4198233964481046,4732.812003326467,0.3441651912990205,206.43153118574145,193.7989364805237,23.149134088710817,BR-12,BR-1200450,BR,HK
2245811,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,ABDULLAH GROUP THAILAND CO,ABDULLAH GROUP THAILAND CO,CHINA (HONG KONG),CHINA (HONG KONG),1.4196373068104675,1328.3248799944877,0.844116342629504,508.273028884813,477.2958330315552,21.40005650807879,BR-12,BR-1200401,BR,HK
2245848,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.4193202840407997,3867.4666467933407,0.5699990260707851,339.2751722892832,318.3576557391751,29.01001101274777,BR-12,BR-1200385,BR,HK
2246582,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,EPITACIOLANDIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.412540663713989,2933.1541391374844,1.2502397414532516,745.0894918690497,699.2039559326989,24.636034373236004,BR-12,BR-1200252,BR,HK
2246720,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,MANFUL POWER TRADING LTD,MANFUL POWER TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.4112018668195483,3616.978867450369,0.3420753325170586,205.17802630137453,192.62213993172097,23.008566644956527,BR-12,BR-1200450,BR,HK
2247312,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),1.405476361768077,3617.0852895635353,0.5644393068860597,335.9659128028582,315.2524238260288,28.727049977027267,BR-12,BR-1200385,BR,HK
2247632,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BUJARI,RIO BRANCO,JBS S/A,JBS,LUCKFORD INTERNATIONAL TRADING,LUCKFORD INTERNATIONAL TRADING,CHINA (HONG KONG),CHINA (HONG KONG),1.402663348924427,4675.611030937304,0.616891340856963,371.9828134763857,349.3449491554246,21.376135289507918,BR-12,BR-1200138,BR,HK
2248417,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,EPITACIOLANDIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,RAMAX,RAMAX,CHINA (HONG KONG),CHINA (HONG KONG),1.395564996035661,3850.8281968932447,1.2352145779911636,736.1351361258834,690.8010445686626,24.33996280292644,BR-12,BR-1200252,BR,HK
2248506,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WONDEROSA INTERNATIONAL CO,WONDEROSA INTERNATIONAL CO,CHINA (HONG KONG),CHINA (HONG KONG),1.3945331988208929,5858.812414350133,0.8291894400189028,499.285000080484,468.8555884156127,21.021629337290484,BR-12,BR-1200401,BR,HK
2248553,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,MANFUL POWER TRADING LTD,MANFUL POWER TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.3941460194791633,3573.263903030951,0.613145419366936,369.72403900082537,347.2236375632473,21.24633394646514,BR-12,BR-1200138,BR,HK
2248667,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,ACRELANDIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,FULLYTECH INTL LOGISTICS,FULLYTECH INTL LOGISTICS,VIETNAM,VIETNAM,1.3930848561263736,3649.180823616773,1.1434440499085274,684.8173900631135,642.8508480807922,23.916372005581565,BR-12,BR-1200013,BR,VN
2248783,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENADOR GUIOMARD,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.3920071807603704,5187.2338542823,0.3374225406163138,202.3872648279841,190.00215933860488,22.695611975744708,BR-12,BR-1200450,BR,HK
2250090,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.3807259394266265,4330.119096379546,0.8209796435830721,494.3415842381029,464.21345387684426,20.81349439335692,BR-12,BR-1200401,BR,HK
2250573,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,KISNER COMPANY,KISNER COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),1.3765351873954,5186.323230636424,0.5528165312579927,329.0477971161088,308.76083448483166,28.13551063477048,BR-12,BR-1200385,BR,HK
2250698,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BUJARI,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.3751833212332596,5124.54071957372,0.6048056246783876,364.6951788327573,342.5008201747096,20.957348564855664,BR-12,BR-1200138,BR,HK
2251010,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,HENG SHENG FOODS,HENG SHENG FOODS,CHINA (HONG KONG),CHINA (HONG KONG),1.373114883133009,5456.979693804115,0.7412074139151982,447.47273778770966,420.26913496903177,19.40734891656913,BR-12,BR-1200807,BR,HK
2252073,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,XAPURI,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),1.3630809752849178,4585.929879554275,0.9294849170467854,556.3913888262347,522.2794695711444,20.11865759260884,BR-12,BR-1200708,BR,HK
2253232,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,XAPURI,RIO BRANCO,JBS S/A,JBS,BEST PRO CORPORATION,BEST PRO CORPORATION,CHINA (HONG KONG),CHINA (HONG KONG),1.3531241059968957,4565.808128985828,0.922695327879283,552.3271282049124,518.4643855778764,19.97169725237065,BR-12,BR-1200708,BR,HK
2253542,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,KAI BO FROZEN MEAT SUPERMARKET OB,KAI BO FROZEN MEAT SUPERMARKET OB,CHINA (HONG KONG),CHINA (HONG KONG),1.3506484776251098,4018.7405842565,0.3273971909763266,196.374023718261,184.35689901828712,22.021289967100213,BR-12,BR-1200450,BR,HK
2253565,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,EPITACIOLANDIA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,FULLYTECH INTL LOGISTICS,FULLYTECH INTL LOGISTICS,VIETNAM,VIETNAM,1.3504685414737811,3537.5475390257075,1.1952997060584436,712.3475770999647,668.4784168113139,23.553438327392826,BR-12,BR-1200252,BR,VN
2253677,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,CAPIXABA,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.349604323022367,3111.5418593389923,0.7353993956148879,442.3846416765849,415.3934999391637,17.866878577095463,BR-12,BR-1200179,BR,HK
2253697,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BRASILEIA,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,TOTAL ENTERPRISE,TOTAL ENTERPRISE,CHINA (HONG KONG),CHINA (HONG KONG),1.3493629620139846,3167.224339491188,1.1384575310511988,684.3843452579463,642.6024006295528,21.38621353983964,BR-12,BR-1200104,BR,HK
